2020-03-04 19:31:40,"I'm going to bet that most Warren Supporters wouldn't automatically vote Bernie if she dropped/had dropped.

After… https://t.co/G4lvYyfGNv","Montréal, Québec",
2020-03-04 19:31:39,"@samstein From my perspective, MSNBC, particularly Rachel, have gone overboard talking up Sanders in comparison to the other candidates.",You wouldn’t believe it.,
2020-03-04 19:31:39,Sanders learned for the first time today from a reporter in this room that Mike Bloomberg has dropped out of the race and endorsed Biden.,"Washington, D.C.",
2020-03-04 19:31:39,"On @MikeBloomberg dropping out, Sanders says this question from a reporter is the first he's hearing about it.",CA • DC,
2020-03-04 19:31:38,@NeilHBuchanan compares the Dem establishment's coalescence behind Biden &amp; contra Sanders as a kind of self-fulfill… https://t.co/zMkKqaLGC9,"Ithaca, NY",
2020-03-04 19:31:38,That left five states all of which are relatively close races where Biden and Sanders are separated by an average of at least 1.3%. /7,Second Location (with hippie),
2020-03-04 19:31:37,@SuchANastyWoman There’s also the possibility that Sanders or Biden implode in one way or another in the coming mon… https://t.co/FPQyuTAfaU,,
2020-03-04 19:31:37,"What has Bloomberg brought to this race?

Bernie: He has brought a lot of money to this race... this just confirms… https://t.co/Okm8XFatLa","Seattle, WA",
2020-03-04 19:31:37,"@Lady_Macbarf @awindywalker @NateSilver538 Sanders literally has the entire media against him, not a fair fight","Calabasas, CA",
2020-03-04 19:31:37,"@nandorvila If she drops out, people are expecting her to endorse a candidate. If she doesn’t endorse, she will be… https://t.co/FAV4Pz2POe","Houston, TX",
2020-03-04 19:31:37,"If Sanders wins the Democratic nomination, don't try to reach me for a week after Election Day.  I'll be taking the… https://t.co/orL0aSYG3d","Portland, Oregon ",
2020-03-04 19:31:36,"Saying that his mind has not changed on whether a plurality of delegates should be enough to win the nomination, Sa… https://t.co/IcRZqsFUVb","Washington, DC",
2020-03-04 19:31:35,"@JustinWolfers Bernie Sanders is no Dick Gephardt, and 2020 Michigan is not 1988 Michigan, where Gephardt got only… https://t.co/BLfwarGEOH","Arisbe, Pennsylvania",
2020-03-04 19:31:35,"@Fly_Sistah @ReginaA1981 Biden's campaign offices which Sanders stans camped out in to disrupt him, rather than try… https://t.co/VEG9FTpVgC",Motherlode CA,
2020-03-04 19:31:35,"@EddieZipperer Did you watch Bernie Sanders press conference? I think he is making another error, “I like Joe Biden… https://t.co/5SxO2wLtno",Living it up,
2020-03-04 19:31:35,@ElectionMapsCo @JonMIPol The only one that I'd say sanders is guaranteed a victory in is ND. They still have a caucus I believe.,"Arlington Heights, IL",
2020-03-04 19:31:34,@coreycottrell @Joshua4NPV1 @VBallTuan The timing was TERRIBLE for her and great for Sanders. That was the day her campaign died.,,
2020-03-04 19:31:34,"@atrupar https://t.co/4SV32rjM9M
Sanders had big ideas but little impact on Capitol Hill",,
2020-03-04 19:31:34,"@Corr_Sanders He doesn't hear it.
""Corr please.... I want to talk to you.""
He bite his lip, making it bleed from hi… https://t.co/qBBxWYgZqq",admin is 18+ ,
2020-03-04 19:31:34,"Bernie Sanders did not know Mike Bloomberg had dropped out of the race.

He found out after being asked a question… https://t.co/uCedg74yuV",Florida / D.C.,
2020-03-04 19:31:34,"Kiddos, if you want to elect Heart Attack Santa, you have to actually show up. 

https://t.co/G5QmKW9SrV",Brooklyn,
2020-03-04 19:31:34,Can Bernie Sanders Be Stopped? https://t.co/wrosMtLg4u via @YouTube,,
2020-03-04 19:31:33,"I'll subscribe to TheBlaze, Steven Crowder, Eric Bolling, and Ben Shapiro on Twitter and YouTube and praise them fo… https://t.co/FCXjPV94OB",,
2020-03-04 19:31:32,@ButtSavage69420 @Logos235 @cherrycoke001 @NewGopforUSA @JoeBiden Why are all Sanders supporters like this?. It sta… https://t.co/BE5UOxvb0s,,
