2020-03-04 05:16:48,"Super (stupid) Tuesday. 

Wowwww time to log off this website.","Los Angeles, CA",
2020-03-04 05:16:47,Warren is doing worse than Bloomberg on Super Tuesday LMAOOO,"Tacoma, WA",
2020-03-04 05:16:46,right after i voted i went to get mcdonald’s and my card got declined and i think that was a sign of what was to co… https://t.co/Yj6MA5u81H,,
2020-03-04 05:16:45,Super Tuesday....and the winner is..... https://t.co/C9PoGX8RxV,,
2020-03-04 05:16:44,Former U.S. Vice President #JoeBiden has scored early victories in Super Tuesday's Democratic primaries of the 2020… https://t.co/s2sesk03ox,Beijing,
2020-03-04 05:16:43,"@JoeBiden @BernieSanders @MikeBloomberg @MyNews13 @BN9 At 12:00 a.m. March 4, 2020 -- when some states fully report… https://t.co/mKMgLipcly","Orlando, FL",
2020-03-04 05:16:42,It would be interesting when she runs for Senate in Massachusetts next term - Opinion: The humiliation of Elizabeth… https://t.co/A6Np65Z9KO,,
2020-03-04 05:16:41,"Joe Biden shocks with big wins on Super Tuesday as Bernie Sanders looks to Texas and California

https://t.co/XuY4IKJA6J","Chicago,Ilinois.USA",
2020-03-04 05:16:40,"@vexedinthecity OK THEN.  HOW ABOUT YOU M-Ferd deliver your state to the Dems in Nov?  

I think Super Tuesday is a… https://t.co/QQ8EbvWlOx","Bay Area, CA",
2020-03-04 05:16:39,If Pak leftish wokes could vote Bernie would have bagged Super Tuesday by now,,
2020-03-04 05:16:39,"As Super Tuesday becomes Wednesday, here's where things stand https://t.co/rAiyECu7R9 via @NBCNews","Aventura, Florida",
2020-03-04 05:16:39,Super Tuesday 2020:  live updates  https://t.co/bgive6OUjX,United States,
2020-03-04 05:16:37,@ChartGuys @MSTraders_ca Fill the Cgc gap at 10 bucks. I’m done trying to catch this knife. If Bernie doesn’t win S… https://t.co/qEsaoYA7fH,,
2020-03-04 05:16:36,"LIVE Coverage of Super Tuesday Primary Results | The Daily Show 
https://t.co/ipfNFFpt42",Saratoga,
2020-03-04 05:16:36,"HRC was not wrong in 2016. And she is not wrong now.

https://t.co/PbL0FpMpQJ",,
2020-03-04 05:16:35,"Joe Biden is winning with very little spending or organizing in Super Tuesday states, with numerous public gaffes,… https://t.co/HRGwOTeHV2",,
2020-03-04 05:16:34,@TrumperForYang @JoeBiden I think Biden is awaiting for a less packed schedule to meet with Yang. So we may hear mo… https://t.co/kvkJt39hVV,Singapore,
