2020-03-03 21:39:31,The amount of poisonous hatred I’m getting from #BernieBros for this tweet is frankly stunning but not surprising.… https://t.co/sYpMSJCUOa,,
2020-03-03 21:39:31,"Let's get this out there where they'll see it.
#SuperTuesday #Bernie2020 #M4A 
https://t.co/4KCa4qQbzr",,
2020-03-03 21:39:30,I hear lines are long to vote in #TexasPrimary just a reminder: if you are in line by 7 pm you have a RIGHT to vote… https://t.co/a8svWtKCd2,"Fort Worth, TX",
2020-03-03 21:39:30,"Reporter cameras are up, candidate HQ cameras are set, coffee is hot, here we go #SuperTuesday bring it!","Atlanta, GA",
2020-03-03 21:39:30,"I was just curious about private insurance, I swear, but things escalated quickly on Google #SuperTuesday… https://t.co/wnjhZHxRAt","Boston, MA",
2020-03-03 21:39:28,"I was in a hotel in NYC the night Doug Jones won in AL. 

I was in a hotel in NYC the night we took back the House.… https://t.co/Z8u7B6FPtV","San Francisco, CA",
2020-03-03 21:39:28,Cast my ballot for @JoeBiden. #GoJoeGo #SuperTuesday #VirginiaForBiden https://t.co/Jn7vNwm3ko,"Virginia, USA",
2020-03-03 21:39:28,"Need new friends? 
Coca-Cola has a new set of premium mixers. The new signature mixers have four flavours to be mix… https://t.co/0AYSbMdQKx",,
2020-03-03 21:39:27,"📢Have problems or questions about voting? Call the nonpartisan hotline for help:
📞866-OUR-VOTE = English hotline
📞8… https://t.co/Vr6UyDAKmT","Raleigh, NC",
2020-03-03 21:39:23,@lhfang @esaagar There’s no accountability in the establishment media for spreading misinformation. #SuperTuesday #BernieSanders2020,,
2020-03-03 21:39:23,"Yep, I voted. #SuperTuesday #IVoted Did you?",,
2020-03-03 21:39:23,"QUESTION: Who will win the most delegates tonight?

#SuperTuesday #MikeBloomberg2020 #JoeBiden2020… https://t.co/QwDm5uK5et","Chattanooga, TN",
2020-03-03 21:39:23,"We got her a chair, she finished voting, and EMS came to check her out. That is how important democracy is to some… https://t.co/PpWuCMt1hS","Austin, Texas",
2020-03-03 21:39:23,Pleased to welcome back Andrew Rudalevige (@rudalev) to our #SuperTuesday Primary coverage Live on @WGME and… https://t.co/t6xGiPrKcd,"Portland, ME",
2020-03-03 21:39:23,"1/2 Lady in the voting booth behind me passed out and hit her head. I went to tend to her and yelled for help, some… https://t.co/rXaL8XTKCq","Austin, Texas",
2020-03-03 21:39:22,"#VoteBernie
#VoteBernie 
#VoteBernie 
#VoteBernie 
#VoteBernie 
#VoteBernie 

UNLESS YOU ALL WANT DONALD TRUMP FOR… https://t.co/DQf6fAfnLd","Pittsburgh, PA",
2020-03-03 21:39:22,Go vote 🗳 in #SuperTuesday #TexasPrimary if you haven’t already. https://t.co/9zD9l9PTNn,"Lubbock, TX",
2020-03-03 21:39:22,Aye let’s go! #SuperTuesday #FeelTheBern2020 https://t.co/E0fGh3CexS,"Los Angeles, CA",
2020-03-03 21:39:21,"#BernieSanders explained... in just 60 seconds: age, policies, his socialism and the 2020 election. #SuperTuesday",United States,
2020-03-03 21:39:21,I knocked on a Puerto Rican household with four #Virginia Voters. Talked to Daisy - one of the voters. Confirmed th… https://t.co/lSHHE5o1Ke,"PA, MD, VA",
2020-03-03 21:39:21,"I just got done giving my #SuperTuesday vote to one @BernieSanders. Feels good.

#NotMeUs #FeeltheBern… https://t.co/z08spvmoci","Frogtown, Saint Paul, MN, USA",
2020-03-03 21:39:20,Sun went in and now it’s cold and raining.... oh well. #SuperTuesday #pinkhair #freshface #rainynight #WhatToDo https://t.co/0lcrqBSrbs,"Wallingford, CT",
2020-03-03 21:39:18,"Happy Primary Day, California! #SuperTuesday #GoVote https://t.co/iA2UMqsxRq","Los Angeles, CA",
2020-03-03 21:39:18,"Your voice matters. Go out and vote today! 

#SuperTuesday #supertuesday2020","Houston, TX",
2020-03-03 21:39:18,Kronos The Magnificent - Your Care Plan Your Care https://t.co/bvkWdxY6y9: #Health #Diet #Recipes #Vegan #Nutrition… https://t.co/OS3fbPQPg6,"San Francisco, CA",
2020-03-03 21:39:17,Voted in NC #SuperTuesday,"Greensboro, NC/Petersburg VA",
2020-03-03 21:39:16,"Just a reminder because it's #SuperTuesday. 

#Bernie2020 #JoeBiden https://t.co/ORkCx5YF19","Texas, USA",
2020-03-03 21:39:16,"CALL HER OFFICE AND DEMAND HER RESIGNATION.
 Candi CdeBaca Councilwoman District 9 
 Phone 720-337-7709 district9@d… https://t.co/3EkpPjQayW","Tampa, FL",
2020-03-03 21:39:15,“How do Christians fit into the Republican or Democratic Party. They don’t.”- Timothy Keller #SuperTuesday,,
2020-03-03 21:39:14,"Since the covid-19 is on the move, I did all I could to stock up on groceries, gas, etc. so I can stay home and sta… https://t.co/YbDEjSkUbE","Georgia, USA",
2020-03-03 21:39:14,At this point I have no problem with anyone endorsing any candidate that doesn't have dementia (Joe Biden).… https://t.co/RuB89yR85W,Hell on Earth-Florida,
2020-03-03 21:39:12,"Ouch. That’s gotta hurt.

Biden campaign *rejects* Comey endorsement.

#SuperTuesday #Election2020 

 https://t.co/MvISb5guhD",Washington D.C.,
2020-03-03 21:39:11,it’s super #supertuesday and also #primaryfocus night !!! see ya at 8:30 est ➡️ https://t.co/Igpz0W1niz https://t.co/P7R1vui88Z,everywhere ,
2020-03-03 21:39:10,"Under 212 Spurs at Charlotte
Boston-6
Sacramento kings -5.5
Michigan St -1.5 
Iowa -5.5 
 #investmentplays… https://t.co/MA5QgPCZCh",United States 🤫,
2020-03-03 21:39:09,GET YOUR ASS OUT AND VOTE :) #SuperTuesday,"San Antonio, TX",
2020-03-03 21:39:09,"A little preview for the general.

The establishment wants to lose to Trump.

#SuperTuesday #Bernie2020 https://t.co/uhICKuY4HD",,
2020-03-03 21:39:08,My #voting story:   I got a write in ballot and was planning on dropping it off in person.  My pen bled through the… https://t.co/ILeNLxOmsY,iPhone,
