2020-03-03 20:33:55,Super Tuesday: voting under way as Sanders bids to extend lead amid Biden surge – live https://t.co/kMzWQnakVT  #Bernie2020 #NotMeUs,,
2020-03-03 20:33:54,@CA_for_Warren If Warren doesn't come in first or second in a majority of the super Tuesday states she needs to… https://t.co/41XfQXFPJr,,
2020-03-03 20:33:54,celebrating super tuesday https://t.co/7EabLlVNYF,,
2020-03-03 20:33:53,"Super Tuesday could leave race even more unsettled, as Biden aims to check Sanders’ momentum | Fox News… https://t.co/kPEL7iEYJw","New Jersey, USA🇺🇸",
2020-03-03 20:33:52,@FOXLA On super Tuesday ?,"California, USA",
2020-03-03 20:33:52,"Second guessing losing presidential campaigns (ie the vast majority of them) is pretty easy, BUT I do think there's… https://t.co/23LJT0aa5p",Minneapolis,
2020-03-03 20:33:52,"If you reside in a Super Tuesday state, #VoteWarren today! She has my vote next month! 👏💪","Maryland, USA",
2020-03-03 20:33:51,Filling the Super Tuesday void with Rammstein and Lindemann videos. It is wild that Rammstein's latest album has so… https://t.co/WaogcsvEi5,"Leeds, England",
2020-03-03 20:33:45,PULL THRU TONIGHT! IT'S SUPER FUCKN TUESDAY AND I HAVE THE RIGHT TO RAGE &lt;3 https://t.co/AmvagOuxI9,queens,
2020-03-03 20:33:45,the content we all need for super tuesday https://t.co/cjDzRnq0FO,Not in my office,
2020-03-03 20:33:45,Interesting oped but couple questions: Why not mention Jackie Lacey was Steve Cooley's #2.  Wondering what evidence… https://t.co/228WrPk6HY,,
2020-03-03 20:33:41,Super Tuesday: 4 things to know about the Democratic Presidential Primaries https://t.co/es7uK8QhQv,ionia,
2020-03-03 20:33:41,"When it comes to reaching registered voters in key Super Tuesday states, #TV is by far the media with the greatest… https://t.co/wqavBP1Hrn",New York,
2020-03-03 20:33:40,@CHAPOTRAPHOUSE got my Chapo gear on super Tuesday! I have succumbed to broification https://t.co/EKyhLrmqKI,,
2020-03-03 20:33:39,"This is about the perfect scenario. 

The moderates have united just before Super Tuesday and the left is split between Sanders and Warren.",,
2020-03-03 20:33:38,"Super Tuesday guide: The states, the stakes, who's in contention and more

https://t.co/o9tzPyL8PQ","Iowa, Phoenix & Pine, AZ & Jamaica",
2020-03-03 20:33:38,WHAT A SUPER FUCKIN TUESDAY THIS IS,Freedom zone 3,
2020-03-03 20:33:37,@cartoonsidrew Super Stretchy Tuesday is more like it! XD,,
2020-03-03 20:33:37,"@anarcho @ozy Sanders comes away with a solid lead out of Super Tuesday, but not the blowout OZY expected  a few da… https://t.co/UykW8HeKah",US,
2020-03-03 20:33:36,"Morning mail: #Corona virus spreads among Iran MPs, Super Tuesday under way, US slashes rates. 

About 8% of the Ir… https://t.co/YfgksZC1Xk","Buandig Land, South Australia",
2020-03-03 20:33:35,The fact that they air this on Super Tuesday is outrageous. Would love for Hillary to stay out of it. https://t.co/fRzliwKsOd,"Philadelphia, PA",
2020-03-03 20:33:32,super tuesday: https://t.co/JfKuxP4RPx,,
2020-03-03 20:33:30,BREAKING: Early Super Tuesday results show Jeb! winning 100% of the delegates https://t.co/nCDAUd21Fj,,
2020-03-03 20:33:30,"I was feeling anxious about Super Tuesday, and I have a lot of work to do, so I couldn't knock on doors today. BUT.… https://t.co/advCRJqfOh",Sacramento / Detroit / São Paulo,
2020-03-03 20:33:29,"@canuck2usa Market going into Super Tuesday and headlines. I can't see who with any sanity would swing overnight. Yet, it's happening....",USA,
2020-03-03 20:33:29,I can’t care less than about Super Tuesday,"Virginia Beach, VA",
2020-03-03 20:33:29,@cloud2013 @ShaneGoldmacher I'd liek to give her the benefit of the doubt that its her campaign that is essentislly… https://t.co/qzZbMtix9G,"Peel, Ontario",
2020-03-03 20:33:29,I hate Super Tuesday because it's all so exciting and we don't get to vote until MAY. It's too long. I don't like waiting.,"Athena, Oregon",
2020-03-03 20:33:27,"Ok I think I've gone through the four stages of preemptive super tuesday emotions: acute panic, sorrow, anger, ambi… https://t.co/ylTgmLdBb1","Providence, RI",
2020-03-03 20:33:27,"My Super Tuesday is clearly superior to your Super Tuesday!

Thanks to @HussBrewingCo @blanco_foxrc @sfgiants &amp;… https://t.co/i9m6n65cWE",,
2020-03-03 20:33:26,"A harrowing lead-in to Super Tuesday. Voted. Thanks for checking in, friends. Lots of love to those greatly affecte… https://t.co/T4w4EBipc8","nashville, tn",
2020-03-03 20:33:26,Super Tuesday: crucial vote under way as Democrats battle for nomination https://t.co/5eD0NDMqma,"Gawler, South Australia",
2020-03-03 20:33:25,"Hope everyone out there is having a Super Tuesday! #vote #vote2020 #supertuesday @ Santa Cruz, California https://t.co/p4063iCqp1","Santa Cruz, CA",
2020-03-03 20:33:24,It’s SUPER TUESDAY MOTHER FUCKERS!!!!! Yo go out and cast your vote for Bernie sanders and every relevant represent… https://t.co/XzEx0KMOZ2,"Los Angeles, CA",
2020-03-03 20:33:23,They want you to vote this Super Tuesday and so do we! Make your voice heard! #museumofboulder #findyourmuse… https://t.co/ARiecacvcg,"Boulder, CO",
2020-03-03 20:33:23,"On the limitations of Warren’s base: A Populist for the Professional Class. https://t.co/u2X8rdZd1S “In many ways,… https://t.co/wGL3KrN2mn","✶✶✶✶, il",
2020-03-03 20:33:23,@michelle_spenc @HarleyDad731 @BCOOL333 @Crashingmoonxo @RexThomresist45 @BetsyGervasi @renfibax @SadieTNResist… https://t.co/VoECZpYnMY,"Colorado, USA",
2020-03-03 20:33:22,I gotta say I don't feel super!! on this tuesday!,"Brooklyn, NY",
2020-03-03 20:33:22,I'll feel bad for the 10 or 15 Biden voters who show up to vote on Thursday as he instructed them to do... It's Super Tuesday not Thursday.,Austin Tx,
2020-03-03 20:33:21,They call it “super” Tuesday because it’s super fun to watch poll results come in for 8 hours,Tranquility Base Hotel/Casino,
2020-03-03 20:33:19,💰For Good Karma Donate To This Twitter Account On CashApp $atomic811 So I Can Buy Bitcoin:💰 New video by WeAreChang… https://t.co/xvO5MyK7db,Albany NY,
2020-03-03 20:33:19,What were Beto? Amy? Pete offered tocome out + endorse Biden over the weekend? Joe is so past the prime of his game… https://t.co/YPFqAFCNdv,,
2020-03-03 20:33:18,‘2020 is a moment we’ve been called to': Elizabeth Warren rallies Super Tuesday crowd in Cambridge before heading t… https://t.co/XFIE1vaaJe,,
2020-03-03 20:33:18,"Washington State had a primary but I guess we don’t count. Super Tuesday guide: The states, the stakes, who's in co… https://t.co/0CWz3iA4d1","Washington, USA",
